Unnamed: 0,id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count,detoxify_toxicity_score,detoxify_prediction,human_label
157968,435393,0.0,"If anyone else needs any good instances of crime by Caucasians since you only want to stereotype people by culture; I suggest you go over to the Carrs on Abbott and ask them the number 1 demographic stealing from their store.  

As a white couple was just recently stopped from taking 1000s of $ in groceries.  The stores losses after inventory for the past 6months has been $350,000.  I'm sorry to bust your bubbles but the faces on the security walls aren't of blacks, Samoans, or Mexicans.  

I'm all for hating crime; but to try and act like the only people stealing things are the minorities when the majority make up the greater part of Alaska (and the numbers are too staggering for minorities alone) than simply put your a racist, Or you're freaking blind. 

Obviously those of you with sour predispositions have never worked in LP before.  Perhaps you should apply!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.8333333333333333,2016-08-17 17:06:03.184696+00,21,,143807,approved,0,0,0,2,0,0.0,6,4,0.6431636,1,0
1198897,5581186,0.4848484848484849,"You lousy MSMocrats are grasping at straws. Dems had the biggest electoral loss in US history last election cycle. The next will be even bigger. You maggots turned a blind eye to all of the Kenyan's anti-American, unconstitutional treason for 8 FRIGGIN' years. Black jesus could do no wrong. So now you can shove your articles of impeachment where the sun don't shine.",0.0606060606060606,0.0909090909090909,0.1515151515151515,0.4393939393939393,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-12 20:04:58.695748+00,105,,354566,rejected,0,0,0,0,0,0.0151515151515151,10,66,0.88886666,1,0
1128054,5494378,0.3,He is excited about being gay i guess,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-28 22:03:12.611387+00,21,5494193.0,349653,approved,4,0,0,1,1,0.2,6,10,0.5424946,1,0
455247,802278,0.0,"By definition? I read the first post. What a load of BS.  Just because you a professor doesn't lend authority to a flawed arguement.  It's a big world - a small percentage of it is white. Racism comes in many forms and absolutely anyone can be racist.  It comes down to how you see people who are different than you. Not whether you are white, black or otherwise as a starting point.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-01-06 22:29:43.000888+00,54,802130.0,160433,approved,0,0,0,3,0,0.0,4,4,0.56633407,1,0
1416100,5849731,0.3,Real Housewives are proof that women should speak very little and wear even less.,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27 15:41:55.968092+00,105,,371094,rejected,0,0,0,0,0,0.0,4,10,0.52829456,1,0
361900,686334,0.2,"and has a boyfriend! ""You tried to have your husband murdered and are suspected of murdering your 7-year-old step son? Come on, Baby, you're the girl for me!",0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-09 20:17:09.591678+00,13,685130.0,155615,approved,1,0,0,0,0,0.0,10,10,0.8528911,1,0
1677072,6177782,0.4,"me too , I keep getting hurt by men who are married want to cheat on their wives and wants to have sex with me and he is my neighbor",0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-19 09:33:58.227409+00,13,,390810,approved,0,0,0,2,0,0.5,4,10,0.94034976,1,0
988386,5326706,0.0,"If you live in Toronto or Vancouver and you are claiming a lack of privilege, it is because your personal life sucks. The system here gives you far more advantages for having melanin in your skin, being aboriginal, or being a women. White men are severely disadvantaged - at least since 2009. The 1990s and 2000s it seemed good, we were blind to race and sex. Now the stigma of being white or colored or male or female is back and stronger than it has ever been in my life.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.8,2017-05-30 15:01:40.610678+00,54,5318501.0,338200,approved,0,0,0,0,0,0.0,10,4,0.6387762,1,0
742468,5029851,0.3,"What a hideously racist thing to say. First off, ANYONE who goes to an ER must receive treatment. This is not some immigrants to the front of the line BS. In what reality do you think these people working for pennies an hour are getting one over on you? Hate to burst your bubble, you xenophobic old fart, but Oregon is full of po' white folks who have been presenting to ERs with complications from diabetes, heart disease, infections, the flu and all manner of both preventable and often highly advanced (IE untreated until acute) illnesses and getting free treatment for years!  Jose and Maria Scapegoat are not your high utilizers--people who look just  like you are.  

This must feel like such an unfair world to you! Where dark folk and women don't know their proper place! I can only assume you take comfort in knowing Obama was never able to take yer guns and Trump is here to make all of your hateful dreams come true. Well, not on my watch. Just you wait, 2018 is a-coming partner.",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,2017-03-20 18:31:07.120682+00,13,5027353.0,320661,approved,0,0,1,1,0,0.0,10,10,0.8199272,1,0
684041,1078393,0.4,This case is so gross!  Why would a lovely young woman want to have anything to do with a smelly old cabbie who doesn't even speak English and probably makes less than she does?,0.1,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-04 22:13:31.428717+00,54,,316689,rejected,0,0,0,0,0,0.0,10,10,0.5501354,1,0
1547004,6015308,0.3,Many who were Black.,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-24 22:52:34.683168+00,102,6014353.0,381463,approved,1,0,0,0,0,0.0,4,10,0.67137825,1,0
1028313,5374418,0.1666666666666666,"How about ""Women of the Alaska Bush Company?"" That would be more interesting than any of this other drivel. But more important, don't watch TV. Television is destroying this country. Shut it off!",0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07 19:31:26.583275+00,21,,341734,approved,2,0,0,1,0,0.0,4,6,0.58964187,1,0
1804360,6333136,0.4,"Good point.  That brings rise to gays, lesbians, transvestites, and the ""X"" crowd.",0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,2017-11-10 22:37:41.806344+00,13,6332317.0,399463,approved,0,0,0,0,0,0.1,6,10,0.6150821,1,0
1417533,5851417,0.0,"I thought 80 was your intelligence and thick referred to your skull size. Seeems fitting if you're going to vote for the crooks Trudeau and wynne again. I use to take racism seriously until every rebuttal from anyone against people like you equates to racism nowadays. Now it's a useless buzzword like islamophobia, homophobia, bigotry, etc. They hold little meaning now and anyone who uses the terms so frequently should be immediately ignored and mocked.",0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27 21:12:45.142329+00,54,5849270.0,371100,rejected,0,0,0,3,1,0.0,10,4,0.521548,1,0
112059,379206,0.0,Only your mom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-08 05:02:57.980342+00,21,379150.0,140851,rejected,0,0,0,0,0,0.0,10,4,0.7248855,1,0
556248,923718,0.4857142857142857,"So, after the terrorist attack in Quebec City, do you want to block the immigration of white people only?  Or are you just a selective racist?",0.0,0.0,0.3428571428571429,0.3142857142857143,0.0142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-01-30 22:30:52.384488+00,54,921559.0,165029,rejected,0,0,0,2,1,0.0,4,70,0.5644339,1,0
271214,574513,0.3125,"If you think there are only FIFTY white supremacists in this country, you are too far gone, MaM...",0.03125,0.015625,0.34375,0.15625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,2016-11-04 00:24:10.195524+00,21,574120.0,150316,approved,0,0,0,0,0,0.015625,6,64,0.625434,1,0
484178,837521,0.1666666666666666,"whats going on? its like gay rights and abortion. unless you are gay or pregnant its none of your business. a person shouldnt need permission for personal rights and that goes for DWD too. if i remember, maynard, the oregon lady, used (almost) over the counter pills in the right combination. what business is it of the state if you dont want to live any longer? jump in front of a bus and it costs the state money. die in your bed at home with loved ones and your dog and it requires a law?",0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-14 01:39:31.206137+00,22,,161708,approved,0,1,0,0,0,0.1666666666666666,5,6,0.83119124,1,0
1639097,6130410,0.2903225806451613,Poor guy! He needs his security blanket. Send him home to his mother!,0.0,0.0,0.0,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-12 02:52:20.370625+00,55,,387776,approved,1,0,0,1,0,0.0,10,62,0.62273073,1,0
1645736,6139141,0.40625,"Agreed, when will the American people STOP BEING THE FOCUS OF REPUBLICAN ATTACKS AND CUTS IN QUALITIES OF LIFE ... 

I'm convinced those that work in the defense industries keep voting for these monsters just to keep the paychecks coming.  Most of 'em consider themselves Christian but those that understand what is going on fully understand these folks are evil motherf**kers!!  Praying to the gods of money and war!!!",0.046875,0.171875,0.140625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-13 12:20:02.874895+00,102,6138111.0,388589,rejected,0,0,0,0,0,0.0,6,64,0.8958442,1,0
196578,481955,0.3098591549295774,I'm going to market a new kind of adult diaper for people like you who piddle themselves at the sight (or thought) of a brown person.,0.0,0.0,0.1971830985915492,0.2816901408450704,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20 00:09:06.371956+00,21,480547.0,146204,approved,0,0,0,2,0,0.0,10,71,0.68794113,1,0
1686394,6189358,0.4,"What give you an erection, John?  It's a physiological reaction to the brain anticipating intercourse, i.e., lust.  When you ""fell in love"" with your gal, did you have any erection?

I'm a pretty charitable guy; what I have disdain for is throwing money away on the irresponsible.  Pay your way and stop expecting others to pay for your ""right"" to have sex.",0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-20 18:03:26.386595+00,53,6189257.0,390442,approved,0,0,0,0,1,0.6,6,10,0.8010679,1,0
1697046,6202709,0.4,How long have you been his PR man? You are delusional.,0.0,0.0285714285714285,0.0285714285714285,0.3857142857142857,0.0142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-23 00:53:53.403786+00,102,6202524.0,392201,approved,2,0,0,2,0,0.0142857142857142,6,70,0.92229474,1,0
169563,449410,0.3,"He is 36, he lives with his parents, and he is stalking a woman.  Time to cut the cord, folks and kick this bum out on the street.  You are enabling him.",0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-26 21:25:39.628403+00,13,,144557,approved,0,0,0,4,0,0.0,4,10,0.8241955,1,0
1460446,5906219,0.2,Who wouldn't want an endorsement from a guy who crapped himself to avoid the draft.,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-06 13:17:33.709536+00,102,,359806,approved,0,0,0,0,0,0.0,10,10,0.68828654,1,0
377409,704923,0.0,"Why should priests bother with penitents? Dishing out all that grace, helping people avoid eternal damnation in the red hot flames of Hell, listening to long shopping lists of sins while pretending that you don't know who is talking, - knowing full well that some of them are making stuff up! - then getting gossiped about if you actually encourage someone to come back to communion, showing that forgiveness ACTUALLY means you are forgiven....

...and then all the thanks you get is a pair of black socks at Christmas. ðŸ˜¡",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-13 20:53:01.875802+00,53,700301.0,155619,approved,0,0,0,0,0,0.0,6,4,0.53027415,1,0
892835,5212460,0.1666666666666666,A lack of love from women is killing the world.,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-04 02:37:18.235091+00,54,1726625.0,310584,approved,0,0,0,1,0,0.0,4,6,0.76133996,1,0
278140,583066,0.4,"Nice backhanded insult, making a new post instead of replying to me directly, Sara. Coward! And before you Libs get on me, women are equal now, remember... Anyway, like most people,  I'll take Youtube over ""crazy lady that posts the same thing over and over"" any day of the week. BTW RCP has 171 Electoral Votes up for grabs tomorrow... Clinton and Trump wil be fighting tooth and nail for every one! Don't take my word for it, here is your own beloved RealClearPolitics final map! 

http://www.realclearpolitics.com/epolls/2016/president/2016_elections_electoral_college_map.html",0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-08 00:46:55.069528+00,21,582632.0,150873,approved,0,0,0,4,0,0.0,5,10,0.54875135,1,0
1073232,5428239,0.0,Who will be the last man to die in a failed war?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-16 18:45:22.510765+00,102,,345119,approved,0,0,0,2,0,0.0,4,4,0.6615638,1,0
601077,977759,0.3,BLM and Gays are the most bigoted grandstanding groups in Canada.,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2017-02-10 17:00:15.379326+00,54,,167414,rejected,0,0,0,1,0,0.0,10,10,0.5360986,1,0
574853,945671,0.3088235294117647,"For all those ordinary working class Americans who voted for Trump ... 

Fool me once, shame on you. Fool me twice, shame on me.",0.0,0.0,0.0294117647058823,0.2647058823529412,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-03 19:43:08.297351+00,54,,165930,approved,0,0,0,1,1,0.0,5,68,0.8900799,1,0
8775,253082,0.3,"no, the despicable behavior was that of Bill Clinton, and his democratic friends trying to scorch earth Thomas through shameless lies, while defending Clinton's shameless philandering of women. And you're lying SOS when it comes to Robert Bork, and where the term Bork a nomination comes from. I expect such shameless intellectual bankruptcy.",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-17 12:56:07.713036+00,13,253060.0,50050,approved,0,0,0,0,0,0.0,6,10,0.6602945,1,0
1511243,5970505,0.0,"Human Rights Watch says 90% of the victims of ANY modern war are non-combatants. You can't be pro-war and pro-life. War IS terrorism. War kills innocent men, women, children AND fetuses.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-17 20:04:20.510903+00,66,5970176.0,378063,approved,0,0,0,1,0,0.0,4,4,0.6463286,1,0
73082,331688,0.4,"WAAHAHAHAHAHAHAHA!!! You're calling him Muslim to galvanize your comment? Man you must be a gem in real life, I can't wait to hang out.",0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-29 17:53:40.584291+00,21,331456.0,137624,approved,0,0,0,1,0,0.0,4,10,0.6111871,1,0
1755906,6274201,0.1666666666666666,"Don't forget these fun nuggets.

When the Lord your God brings you into the land you are entering to possess and drives out before you many nations . . . then you must destroy them totally. Make no treaty with them, and show them no mercy. Deuteronomy 7:1-2

If, however, the charge is true and no proof of the girlâ€™s virginity can be found, she shall be brought to the door of her fatherâ€™s house and there the men of her town shall stone her to death. She has done a disgraceful thing in Israel by being promiscuous while still in her fatherâ€™s house. Deuteronomy 22:20-1

For six days, work is to be done, but the seventh day shall be your holy day, a Sabbath of rest to the LORD. Whoever does any work on it must be put to death. Exodus 35:2",0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-02 15:52:37.300581+00,102,6274081.0,396198,approved,0,0,0,6,0,0.0,4,6,0.6538973,1,0
19778,266409,0.2,"racist to boot. you are a true ""American Christian"" aren't you?",0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-01 19:04:54.939012+00,21,266278.0,55997,rejected,0,0,0,0,0,0.0,4,10,0.8810707,1,0
